cus_id,cus_type,cus_point,product,brand
276778,Type 1,9831,Product AE,Brand 75
264383,Type 1,4707,Product AE,Brand 75
254245,Type 1,10727,Product AE,Brand 142
254777,Type 1,2597,Product AE,Brand 75
277168,Type 1,3374,Product AE,Brand 75
265268,Type 1,2408,Product AE,Brand 75
255475,Type 1,834,Product AE,Brand 141
265994,Type 1,2261,Product AE,Brand 143
285276,Type 1,2345,Product AE,Brand 141
278006,Type 1,8695,Product AE,Brand 141
266172,Type 1,1635,Product AE,Brand 141
278184,Type 1,1436,Product AE,Brand 75
266199,Type 1,237080,Product AE,Brand 141
266583,Type 1,883,Product AE,Brand 75
285856,Type 1,2749,Product AE,Brand 141
266779,Type 1,1917,Product AE,Brand 141
278800,Type 1,1371,Product AE,Brand 142
266873,Type 1,7362,Product AE,Brand 75
279033,Type 1,13479,Product AE,Brand 141
267580,Type 1,992,Product AE,Brand 75
287270,Type 1,746,Product AE,Brand 142
289630,Type 1,12073,Product AE,Brand 141
289667,Type 1,2034,Product AE,Brand 141
268756,Type 1,3061,Product AE,Brand 75
282154,Type 1,3823,Product AE,Brand 75
268904,Type 1,6348,Product AE,Brand 75
283085,Type 1,507,Product AE,Brand 142
268977,Type 1,5005,Product AE,Brand 75
290158,Type 1,2850,Product AE,Brand 141
283366,Type 1,5912,Product AE,Brand 141
270076,Type 1,1270,Product AE,Brand 142
290177,Type 1,9749,Product AE,Brand 75
290987,Type 1,1263,Product AE,Brand 141
271203,Type 1,3173,Product AE,Brand 75
291304,Type 1,385,Product AE,Brand 141
284680,Type 1,1205,Product AE,Brand 141
292162,Type 1,1600,Product AE,Brand 141
292836,Type 1,13729,Product AE,Brand 75
292981,Type 1,13518,Product AE,Brand 141
300888,Type 1,3343,Product AE,Brand 75
294604,Type 1,1195,Product AE,Brand 75
301502,Type 1,5457,Product AE,Brand 141
316768,Type 1,52302,Product AE,Brand 141
294679,Type 1,3411,Product AE,Brand 141
301728,Type 1,8960,Product AE,Brand 141
294755,Type 1,1110,Product AE,Brand 75
294939,Type 1,4508,Product AE,Brand 75
302481,Type 1,2074,Product AE,Brand 141
294985,Type 1,1310,Product AE,Brand 75
317186,Type 1,3949,Product AE,Brand 75
302584,Type 1,19875,Product AE,Brand 141
317270,Type 1,33012,Product AE,Brand 75
296402,Type 1,1321,Product AE,Brand 142
303675,Type 1,800,Product AE,Brand 141
317307,Type 1,2820,Product AE,Brand 141
304503,Type 1,170,Product AE,Brand 142
318902,Type 1,19604,Product AE,Brand 141
319479,Type 1,2855,Product AE,Brand 141
331641,Type 1,4802,Product AE,Brand 142
306068,Type 1,828,Product AE,Brand 144
319980,Type 1,4633,Product AE,Brand 141
306265,Type 1,3081,Product AE,Brand 75
320047,Type 1,92292,Product AE,Brand 75
332330,Type 1,6150,Product AE,Brand 141
306836,Type 1,5017,Product AE,Brand 141
306990,Type 1,4630,Product AE,Brand 141
321201,Type 1,3091,Product AE,Brand 142
321258,Type 1,705,Product AE,Brand 141
332962,Type 1,2186,Product AE,Brand 141
309583,Type 1,5807,Product AE,Brand 141
309999,Type 1,1500,Product AE,Brand 142
323132,Type 1,10817,Product AE,Brand 141
323579,Type 1,2105,Product AE,Brand 141
310978,Type 1,11143,Product AE,Brand 75
335283,Type 1,1403,Product AE,Brand 75
311193,Type 1,2238,Product AE,Brand 75
336504,Type 1,3098,Product AE,Brand 75
311531,Type 1,8542,Product AE,Brand 141
337175,Type 1,493,Product AE,Brand 142
338106,Type 1,3189,Product AE,Brand 75
311773,Type 1,184456,Product AE,Brand 75
338779,Type 1,794,Product AE,Brand 75
338873,Type 1,626,Product AE,Brand 141
338982,Type 1,686,Product AE,Brand 143
325982,Type 1,2687,Product AE,Brand 75
313085,Type 1,1184,Product AE,Brand 142
339281,Type 1,721,Product AE,Brand 141
313329,Type 1,6320,Product AE,Brand 141
339384,Type 1,4229,Product AE,Brand 141
314185,Type 1,7139,Product AE,Brand 141
339535,Type 1,9890,Product AE,Brand 141
339701,Type 1,21743,Product AE,Brand 141
327233,Type 1,8029,Product AE,Brand 141
350500,Type 1,1424,Product AE,Brand 75
339786,Type 1,341040,Product AE,Brand 75
327363,Type 1,5214,Product AE,Brand 141
327484,Type 1,1881,Product AE,Brand 143
340072,Type 1,9159,Product AE,Brand 75
352673,Type 1,2215,Product AE,Brand 141
340184,Type 1,4890,Product AE,Brand 75
352700,Type 1,115764,Product AE,Brand 141
340670,Type 1,7164,Product AE,Brand 75
353474,Type 1,1238,Product AE,Brand 75
329077,Type 1,1413,Product AE,Brand 141
341238,Type 1,5708,Product AE,Brand 75
341982,Type 1,3619,Product AE,Brand 141
329478,Type 1,3233,Product AE,Brand 141
353652,Type 1,2071,Product AE,Brand 141
330176,Type 1,1451,Product AE,Brand 141
342562,Type 1,132841,Product AE,Brand 75
330783,Type 1,17732,Product AE,Brand 75
343185,Type 1,479,Product AE,Brand 75
354480,Type 1,4495,Product AE,Brand 141
343831,Type 1,5798,Product AE,Brand 141
330801,Type 1,2252,Product AE,Brand 141
355786,Type 1,9976,Product AE,Brand 75
330877,Type 1,1939,Product AE,Brand 141
343886,Type 1,822,Product AE,Brand 142
356680,Type 1,550,Product AE,Brand 75
344575,Type 1,9175,Product AE,Brand 75
331004,Type 1,2626,Product AE,Brand 144
366586,Type 1,899,Product AE,Brand 141
357705,Type 1,2410,Product AE,Brand 75
344780,Type 1,1081,Product AE,Brand 75
345237,Type 1,11163,Product AE,Brand 141
345684,Type 1,3530,Product AE,Brand 75
367106,Type 1,1264,Product AE,Brand 75
346307,Type 1,1538,Product AE,Brand 75
346699,Type 1,1673,Product AE,Brand 141
360983,Type 1,9065,Product AE,Brand 75
368450,Type 1,1631,Product AE,Brand 75
361095,Type 1,61177,Product AE,Brand 141
368879,Type 1,1740,Product AE,Brand 141
347884,Type 1,6249,Product AE,Brand 75
348135,Type 1,30304,Product AE,Brand 75
361367,Type 1,3705,Product AE,Brand 141
370649,Type 1,1808,Product AE,Brand 142
381767,Type 1,2168,Product AE,Brand 141
381878,Type 1,2596,Product AE,Brand 142
364059,Type 1,1384,Product AE,Brand 141
382371,Type 1,1362,Product AE,Brand 141
371290,Type 1,3977,Product AE,Brand 143
382465,Type 1,1492,Product AE,Brand 142
371852,Type 1,12793,Product AE,Brand 75
364377,Type 1,13353,Product AE,Brand 141
373043,Type 1,10835,Product AE,Brand 141
382670,Type 1,1024,Product AE,Brand 141
365253,Type 1,192473,Product AE,Brand 75
365504,Type 1,4948,Product AE,Brand 141
365673,Type 1,1990,Product AE,Brand 142
384206,Type 1,18116,Product AE,Brand 141
384758,Type 1,1171,Product AE,Brand 75
366006,Type 1,4314,Product AE,Brand 141
366166,Type 1,9471,Product AE,Brand 141
385278,Type 1,1192,Product AE,Brand 142
374702,Type 1,1252,Product AE,Brand 142
385399,Type 1,4113,Product AE,Brand 75
374962,Type 1,22510,Product AE,Brand 75
385614,Type 1,3152,Product AE,Brand 141
374971,Type 1,12098,Product AE,Brand 141
477772,Type 1,1614,Product AE,Brand 141
375307,Type 1,409,Product AE,Brand 75
398559,Type 1,2904,Product AE,Brand 142
376165,Type 1,665,Product AE,Brand 141
388802,Type 1,1011,Product AE,Brand 75
376201,Type 1,20317,Product AE,Brand 75
399445,Type 1,32030,Product AE,Brand 141
389286,Type 1,1587,Product AE,Brand 143
376875,Type 1,1354,Product AE,Brand 75
389754,Type 1,327,Product AE,Brand 142
377836,Type 1,51469,Product AE,Brand 75
390768,Type 1,1872,Product AE,Brand 141
400069,Type 1,5068,Product AE,Brand 75
378038,Type 1,541,Product AE,Brand 75
400695,Type 1,1276,Product AE,Brand 141
391503,Type 1,7983,Product AE,Brand 75
379099,Type 1,5405,Product AE,Brand 75
379398,Type 1,1181,Product AE,Brand 141
401683,Type 1,1527,Product AE,Brand 143
392706,Type 1,4438,Product AE,Brand 75
401834,Type 1,5929,Product AE,Brand 141
393283,Type 1,1420,Product AE,Brand 75
393881,Type 1,5934,Product AE,Brand 141
380461,Type 1,1931,Product AE,Brand 75
402995,Type 1,1279,Product AE,Brand 75
394084,Type 1,1136,Product AE,Brand 143
394187,Type 1,4473,Product AE,Brand 141
395166,Type 1,325809,Product AE,Brand 75
380872,Type 1,1039,Product AE,Brand 75
395202,Type 1,1961,Product AE,Brand 142
403107,Type 1,12424,Product AE,Brand 141
381271,Type 1,8317,Product AE,Brand 75
395985,Type 1,702,Product AE,Brand 142
403798,Type 1,6643,Product AE,Brand 75
396181,Type 1,2479,Product AE,Brand 141
397468,Type 1,13529,Product AE,Brand 75
405987,Type 1,2806,Product AE,Brand 141
413686,Type 1,1337,Product AE,Brand 75
397786,Type 1,502,Product AE,Brand 141
414030,Type 1,3319,Product AE,Brand 75
407434,Type 1,12974,Product AE,Brand 141
428949,Type 1,4650,Product AE,Brand 75
414580,Type 1,1227,Product AE,Brand 75
408235,Type 1,4419,Product AE,Brand 75
429964,Type 1,3045,Product AE,Brand 142
414786,Type 1,1696,Product AE,Brand 75
408803,Type 1,6315,Product AE,Brand 75
431100,Type 1,114869,Product AE,Brand 75
415698,Type 1,965,Product AE,Brand 141
410488,Type 1,2448,Product AE,Brand 143
410676,Type 1,3174,Product AE,Brand 141
431940,Type 1,205,Product AE,Brand 142
416173,Type 1,76906,Product AE,Brand 75
410845,Type 1,4059,Product AE,Brand 75
432360,Type 1,1845,Product AE,Brand 75
411401,Type 1,9707,Product AE,Brand 141
435005,Type 1,61690,Product AE,Brand 75
416901,Type 1,676,Product AE,Brand 142
411440,Type 1,7029,Product AE,Brand 75
417554,Type 1,5882,Product AE,Brand 142
435183,Type 1,2325,Product AE,Brand 75
435594,Type 1,639,Product AE,Brand 75
418784,Type 1,410,Product AE,Brand 75
435678,Type 1,10859,Product AE,Brand 75
412081,Type 1,2407,Product AE,Brand 142
419183,Type 1,1520,Product AE,Brand 141
436087,Type 1,51333,Product AE,Brand 141
412483,Type 1,1474,Product AE,Brand 75
436881,Type 1,4950,Product AE,Brand 141
412679,Type 1,59237,Product AE,Brand 141
419388,Type 1,1752,Product AE,Brand 141
420506,Type 1,2216,Product AE,Brand 141
437842,Type 1,71830,Product AE,Brand 75
420581,Type 1,1412,Product AE,Brand 143
447968,Type 1,4574,Product AE,Brand 75
439266,Type 1,20775,Product AE,Brand 75
421467,Type 1,1489,Product AE,Brand 141
439332,Type 1,19154,Product AE,Brand 141
422361,Type 1,18129,Product AE,Brand 75
441006,Type 1,2011,Product AE,Brand 75
450597,Type 1,1009,Product AE,Brand 142
441184,Type 1,16735,Product AE,Brand 141
450784,Type 1,41497,Product AE,Brand 75
441362,Type 1,6467,Product AE,Brand 142
450996,Type 1,5667,Product AE,Brand 142
425036,Type 1,3826,Product AE,Brand 141
441939,Type 1,3182,Product AE,Brand 75
442172,Type 1,2755,Product AE,Brand 75
452032,Type 1,3500,Product AE,Brand 141
425839,Type 1,10973,Product AE,Brand 75
443553,Type 1,813,Product AE,Brand 142
453298,Type 1,5232,Product AE,Brand 141
443562,Type 1,1628,Product AE,Brand 141
426462,Type 1,28547,Product AE,Brand 75
453767,Type 1,1149,Product AE,Brand 75
426686,Type 1,1061,Product AE,Brand 75
454474,Type 1,2873,Product AE,Brand 75
446077,Type 1,626,Product AE,Brand 142
454586,Type 1,2418,Product AE,Brand 141
454604,Type 1,15827,Product AE,Brand 75
446104,Type 1,1054,Product AE,Brand 75
427888,Type 1,1001,Product AE,Brand 75
447028,Type 1,11582,Product AE,Brand 141
455181,Type 1,2094,Product AE,Brand 141
447485,Type 1,2800,Product AE,Brand 141
455387,Type 1,858,Product AE,Brand 75
463663,Type 1,282154,Product AE,Brand 141
455405,Type 1,824,Product AE,Brand 141
478068,Type 1,1219,Product AE,Brand 141
455480,Type 1,6714,Product AE,Brand 142
478180,Type 1,3173,Product AE,Brand 141
455900,Type 1,17317,Product AE,Brand 141
463905,Type 1,972,Product AE,Brand 75
478358,Type 1,774,Product AE,Brand 142
455973,Type 1,152915,Product AE,Brand 75
478694,Type 1,2562,Product AE,Brand 75
464966,Type 1,1861,Product AE,Brand 75
479196,Type 1,31619,Product AE,Brand 75
456178,Type 1,1401,Product AE,Brand 141
465171,Type 1,2393,Product AE,Brand 75
457354,Type 1,3286,Product AE,Brand 142
457680,Type 1,3892,Product AE,Brand 75
465546,Type 1,6598,Product AE,Brand 75
465600,Type 1,1430,Product AE,Brand 75
466168,Type 1,7611,Product AE,Brand 141
459058,Type 1,3759,Product AE,Brand 141
466682,Type 1,6173,Product AE,Brand 141
459282,Type 1,2475,Product AE,Brand 75
466785,Type 1,34445,Product AE,Brand 143
480361,Type 1,2524,Product AE,Brand 141
459300,Type 1,3474,Product AE,Brand 75
480651,Type 1,1788,Product AE,Brand 75
467398,Type 1,1774,Product AE,Brand 142
480736,Type 1,16406,Product AE,Brand 141
467661,Type 1,2169,Product AE,Brand 141
480781,Type 1,1288,Product AE,Brand 141
459961,Type 1,32390,Product AE,Brand 141
468601,Type 1,2109,Product AE,Brand 142
460260,Type 1,2999,Product AE,Brand 75
481105,Type 1,9827,Product AE,Brand 75
481358,Type 1,3129,Product AE,Brand 75
469487,Type 1,2342,Product AE,Brand 75
469665,Type 1,1833,Product AE,Brand 141
481555,Type 1,2641,Product AE,Brand 75
469978,Type 1,77031,Product AE,Brand 141
462702,Type 1,943,Product AE,Brand 75
470380,Type 1,9836,Product AE,Brand 75
481981,Type 1,3306,Product AE,Brand 141
471973,Type 1,458,Product AE,Brand 142
482084,Type 1,8152,Product AE,Brand 141
463270,Type 1,11144,Product AE,Brand 141
482298,Type 1,517,Product AE,Brand 75
482374,Type 1,1456,Product AE,Brand 141
492578,Type 1,9382,Product AE,Brand 141
483202,Type 1,6585,Product AE,Brand 75
472571,Type 1,753,Product AE,Brand 75
492738,Type 1,701,Product AE,Brand 75
473185,Type 1,1201,Product AE,Brand 141
493080,Type 1,1963,Product AE,Brand 75
484982,Type 1,613,Product AE,Brand 141
493669,Type 1,3043,Product AE,Brand 75
473429,Type 1,121879,Product AE,Brand 141
485067,Type 1,1161,Product AE,Brand 75
473858,Type 1,3269,Product AE,Brand 141
485487,Type 1,406361,Product AE,Brand 141
473986,Type 1,2146,Product AE,Brand 75
494972,Type 1,1238,Product AE,Brand 142
495347,Type 1,5895,Product AE,Brand 75
487285,Type 1,5024,Product AE,Brand 75
496773,Type 1,3208,Product AE,Brand 75
488348,Type 1,882,Product AE,Brand 75
496967,Type 1,12799,Product AE,Brand 141
474472,Type 1,611,Product AE,Brand 142
488684,Type 1,1522,Product AE,Brand 141
489551,Type 1,77538,Product AE,Brand 75
497498,Type 1,69350,Product AE,Brand 75
474847,Type 1,125589,Product AE,Brand 75
498076,Type 1,7384,Product AE,Brand 75
475282,Type 1,3956,Product AE,Brand 141
498290,Type 1,7323,Product AE,Brand 75
490378,Type 1,13040,Product AE,Brand 141
498459,Type 1,3717,Product AE,Brand 75
498553,Type 1,1419,Product AE,Brand 142
491152,Type 1,352675,Product AE,Brand 141
499429,Type 1,4963,Product AE,Brand 141
491330,Type 1,4850,Product AE,Brand 141
477231,Type 1,5104,Product AE,Brand 75
499671,Type 1,1424,Product AE,Brand 141
477567,Type 1,1194,Product AE,Brand 142
491862,Type 1,12498,Product AE,Brand 75
499783,Type 1,4563,Product AE,Brand 141
477576,Type 1,2571,Product AE,Brand 75
500184,Type 1,4433,Product AE,Brand 75
509739,Type 1,41795,Product AE,Brand 75
501060,Type 1,6069,Product AE,Brand 141
509785,Type 1,365,Product AE,Brand 75
509878,Type 1,70102,Product AE,Brand 141
501583,Type 1,872,Product AE,Brand 141
501695,Type 1,1372,Product AE,Brand 141
502039,Type 1,2311,Product AE,Brand 75
528030,Type 1,3141,Product AE,Brand 141
510866,Type 1,4130,Product AE,Brand 141
528777,Type 1,7558,Product AE,Brand 141
511546,Type 1,3079,Product AE,Brand 141
528888,Type 1,14400,Product AE,Brand 141
513184,Type 1,3616,Product AE,Brand 141
502777,Type 1,17962,Product AE,Brand 141
513250,Type 1,689,Product AE,Brand 142
529269,Type 1,3640,Product AE,Brand 141
513268,Type 1,5267,Product AE,Brand 75
529587,Type 1,2808,Product AE,Brand 75
504239,Type 1,3767,Product AE,Brand 75
513782,Type 1,676,Product AE,Brand 75
531178,Type 1,4634,Product AE,Brand 75
504641,Type 1,4594766,Product AE,Brand 75
513994,Type 1,14917,Product AE,Brand 75
505478,Type 1,2104,Product AE,Brand 142
533155,Type 1,744,Product AE,Brand 142
533463,Type 1,2350,Product AE,Brand 141
516801,Type 1,800,Product AE,Brand 141
517602,Type 1,8553,Product AE,Brand 141
506850,Type 1,82297,Product AE,Brand 141
534962,Type 1,1318,Product AE,Brand 142
535503,Type 1,895,Product AE,Brand 75
535569,Type 1,1008,Product AE,Brand 141
507277,Type 1,514,Product AE,Brand 142
535802,Type 1,2990,Product AE,Brand 75
519373,Type 1,547,Product AE,Brand 141
508274,Type 1,14739,Product AE,Brand 75
508283,Type 1,2722,Product AE,Brand 141
520351,Type 1,2812,Product AE,Brand 75
536455,Type 1,4328,Product AE,Brand 75
521086,Type 1,3770,Product AE,Brand 141
541682,Type 1,1658,Product AE,Brand 142
521732,Type 1,13652,Product AE,Brand 75
541785,Type 1,2852,Product AE,Brand 141
537377,Type 1,19584,Product AE,Brand 75
537479,Type 1,954,Product AE,Brand 75
537488,Type 1,14293,Product AE,Brand 75
522382,Type 1,625,Product AE,Brand 75
522533,Type 1,36046,Product AE,Brand 75
542595,Type 1,4311,Product AE,Brand 75
538401,Type 1,5327,Product AE,Brand 75
538682,Type 1,2691,Product AE,Brand 75
543190,Type 1,15737,Product AE,Brand 141
522681,Type 1,3152,Product AE,Brand 75
543387,Type 1,3413,Product AE,Brand 75
522784,Type 1,983,Product AE,Brand 141
538960,Type 1,15977,Product AE,Brand 75
539268,Type 1,4175,Product AE,Brand 75
524507,Type 1,7893,Product AE,Brand 75
544879,Type 1,469,Product AE,Brand 75
524899,Type 1,8411,Product AE,Brand 141
539984,Type 1,2697,Product AE,Brand 141
525477,Type 1,9879,Product AE,Brand 75
545532,Type 1,4095,Product AE,Brand 75
540479,Type 1,10503,Product AE,Brand 75
545774,Type 1,2874,Product AE,Brand 141
545931,Type 1,16654,Product AE,Brand 141
527106,Type 1,1435,Product AE,Brand 75
546248,Type 1,694,Product AE,Brand 75
540778,Type 1,391,Product AE,Brand 75
561073,Type 1,4468,Product AE,Brand 141
540854,Type 1,146734,Product AE,Brand 141
561792,Type 1,4177,Product AE,Brand 141
547980,Type 1,1780,Product AE,Brand 75
561986,Type 1,3726,Product AE,Brand 75
548131,Type 1,4126,Product AE,Brand 141
1003383,Type 1,3132,Product AE,Brand 75
562481,Type 1,2539,Product AE,Brand 143
548279,Type 1,17921,Product AE,Brand 75
563161,Type 1,2671,Product AE,Brand 75
577056,Type 1,39863,Product AE,Brand 141
548400,Type 1,794,Product AE,Brand 141
548757,Type 1,822,Product AE,Brand 142
564252,Type 1,5328,Product AE,Brand 141
578044,Type 1,3412,Product AE,Brand 142
549790,Type 1,4504,Product AE,Brand 141
578482,Type 1,997,Product AE,Brand 75
550376,Type 1,754,Product AE,Brand 75
550563,Type 1,6458,Product AE,Brand 75
564905,Type 1,20690,Product AE,Brand 75
579068,Type 1,2441,Product AE,Brand 75
579292,Type 1,3198,Product AE,Brand 141
550880,Type 1,3567,Product AE,Brand 75
565098,Type 1,1527,Product AE,Brand 141
579564,Type 1,914,Product AE,Brand 142
565678,Type 1,6873,Product AE,Brand 141
580476,Type 1,3563,Product AE,Brand 75
552473,Type 1,3899,Product AE,Brand 142
552902,Type 1,2961,Product AE,Brand 141
581165,Type 1,840,Product AE,Brand 141
567607,Type 1,1811,Product AE,Brand 75
581286,Type 1,1597,Product AE,Brand 142
554271,Type 1,1669,Product AE,Brand 142
582105,Type 1,3149,Product AE,Brand 141
582582,Type 1,618,Product AE,Brand 141
554785,Type 1,11047,Product AE,Brand 75
556387,Type 1,5284,Product AE,Brand 75
568063,Type 1,1855,Product AE,Brand 75
582899,Type 1,6484,Product AE,Brand 75
568287,Type 1,3118,Product AE,Brand 141
582999,Type 1,1340,Product AE,Brand 75
568398,Type 1,10938,Product AE,Brand 75
556864,Type 1,2461,Product AE,Brand 141
583066,Type 1,1840,Product AE,Brand 141
557245,Type 1,3345,Product AE,Brand 75
583196,Type 1,4084,Product AE,Brand 141
557366,Type 1,1537,Product AE,Brand 75
571848,Type 1,1786,Product AE,Brand 75
583833,Type 1,10672,Product AE,Brand 142
558502,Type 1,379,Product AE,Brand 141
571885,Type 1,372,Product AE,Brand 141
584305,Type 1,11362,Product AE,Brand 141
560142,Type 1,651,Product AE,Brand 142
572964,Type 1,3498,Product AE,Brand 141
573263,Type 1,3160,Product AE,Brand 141
573979,Type 1,2827,Product AE,Brand 141
594781,Type 1,9691,Product AE,Brand 142
594866,Type 1,3307,Product AE,Brand 141
586263,Type 1,910,Product AE,Brand 142
586888,Type 1,1233,Product AE,Brand 141
594875,Type 1,17906,Product AE,Brand 75
587680,Type 1,692,Product AE,Brand 141
587728,Type 1,50934,Product AE,Brand 141
595265,Type 1,1175,Product AE,Brand 145
575182,Type 1,27108,Product AE,Brand 75
575276,Type 1,1019,Product AE,Brand 142
589451,Type 1,7306,Product AE,Brand 141
596084,Type 1,4275,Product AE,Brand 75
596906,Type 1,1518,Product AE,Brand 142
575762,Type 1,3871,Product AE,Brand 75
597241,Type 1,3711,Product AE,Brand 75
576506,Type 1,972,Product AE,Brand 142
576536,Type 1,9753,Product AE,Brand 75
590568,Type 1,3094,Product AE,Brand 142
597474,Type 1,3035,Product AE,Brand 141
576581,Type 1,1405,Product AE,Brand 141
591137,Type 1,2764,Product AE,Brand 142
597976,Type 1,5208,Product AE,Brand 75
591248,Type 1,5048,Product AE,Brand 141
612087,Type 1,2424,Product AE,Brand 75
591294,Type 1,4234,Product AE,Brand 75
598462,Type 1,47349,Product AE,Brand 141
599692,Type 1,31560,Product AE,Brand 75
612936,Type 1,88505,Product AE,Brand 141
592478,Type 1,1715,Product AE,Brand 75
600347,Type 1,8485,Product AE,Brand 75
613084,Type 1,3083,Product AE,Brand 141
592980,Type 1,6562,Product AE,Brand 75
613235,Type 1,476016,Product AE,Brand 141
593868,Type 1,718,Product AE,Brand 141
600978,Type 1,253838,Product AE,Brand 75
613271,Type 1,9841,Product AE,Brand 141
594361,Type 1,16555,Product AE,Brand 141
613328,Type 1,28680,Product AE,Brand 141
625881,Type 1,1391,Product AE,Brand 141
613607,Type 1,4404,Product AE,Brand 75
601976,Type 1,9262,Product AE,Brand 141
613767,Type 1,2494,Product AE,Brand 141
627036,Type 1,6310,Product AE,Brand 75
603487,Type 1,366,Product AE,Brand 75
627782,Type 1,2309,Product AE,Brand 141
614296,Type 1,2442,Product AE,Brand 142
614876,Type 1,1886,Product AE,Brand 75
603952,Type 1,4902,Product AE,Brand 75
628051,Type 1,4131,Product AE,Brand 141
615181,Type 1,1407,Product AE,Brand 142
615779,Type 1,1724,Product AE,Brand 141
629281,Type 1,3072,Product AE,Brand 75
629450,Type 1,1613,Product AE,Brand 75
615964,Type 1,4592,Product AE,Brand 141
629674,Type 1,1254,Product AE,Brand 75
605974,Type 1,180084,Product AE,Brand 141
617073,Type 1,1342,Product AE,Brand 142
630483,Type 1,4345,Product AE,Brand 75
606104,Type 1,8199,Product AE,Brand 141
630586,Type 1,3790,Product AE,Brand 142
630967,Type 1,1019,Product AE,Brand 141
607261,Type 1,2230,Product AE,Brand 75
609395,Type 1,1397,Product AE,Brand 75
619255,Type 1,4783,Product AE,Brand 141
609404,Type 1,5356,Product AE,Brand 75
619629,Type 1,16007,Product AE,Brand 75
632535,Type 1,8563,Product AE,Brand 141
633429,Type 1,73475,Product AE,Brand 75
610467,Type 1,480,Product AE,Brand 142
610485,Type 1,1598,Product AE,Brand 141
633568,Type 1,1594,Product AE,Brand 75
621285,Type 1,2514,Product AE,Brand 75
633605,Type 1,1700,Product AE,Brand 75
643586,Type 1,923,Product AE,Brand 75
634472,Type 1,1525,Product AE,Brand 141
622702,Type 1,10866,Product AE,Brand 75
644704,Type 1,1275,Product AE,Brand 141
622980,Type 1,3503,Product AE,Brand 75
634901,Type 1,543,Product AE,Brand 141
635768,Type 1,4748,Product AE,Brand 75
624174,Type 1,2848,Product AE,Brand 142
645085,Type 1,1660,Product AE,Brand 75
635835,Type 1,7538,Product AE,Brand 75
645245,Type 1,11483,Product AE,Brand 75
624884,Type 1,1069,Product AE,Brand 142
636204,Type 1,2139,Product AE,Brand 141
625582,Type 1,14198,Product AE,Brand 75
645468,Type 1,2967,Product AE,Brand 75
636699,Type 1,33561,Product AE,Brand 141
20214,Type 2,616,Product AE,Brand 141
637098,Type 1,5928,Product AE,Brand 141
646100,Type 1,4089,Product AE,Brand 142
646671,Type 1,4277,Product AE,Brand 141
638283,Type 1,1729,Product AE,Brand 75
639561,Type 1,1990,Product AE,Brand 142
647360,Type 1,5608,Product AE,Brand 75
657199,Type 1,22312,Product AE,Brand 141
640071,Type 1,905,Product AE,Brand 141
657293,Type 1,54900,Product AE,Brand 75
657387,Type 1,19463,Product AE,Brand 141
640884,Type 1,1459,Product AE,Brand 142
648170,Type 1,23589,Product AE,Brand 141
657686,Type 1,1180,Product AE,Brand 75
649270,Type 1,2360,Product AE,Brand 75
657882,Type 1,1271,Product AE,Brand 141
649802,Type 1,4068,Product AE,Brand 141
658000,Type 1,820,Product AE,Brand 75
642477,Type 1,14823,Product AE,Brand 141
659269,Type 1,3391,Product AE,Brand 141
642785,Type 1,2882,Product AE,Brand 141
651385,Type 1,362,Product AE,Brand 142
643006,Type 1,3238,Product AE,Brand 141
651469,Type 1,1329,Product AE,Brand 75
651684,Type 1,2227,Product AE,Brand 141
651787,Type 1,36488,Product AE,Brand 141
661000,Type 1,1307,Product AE,Brand 142
651880,Type 1,1199,Product AE,Brand 142
671262,Type 1,20578,Product AE,Brand 141
661151,Type 1,1511,Product AE,Brand 142
652905,Type 1,1656,Product AE,Brand 141
671486,Type 1,7140,Product AE,Brand 75
653062,Type 1,3143,Product AE,Brand 141
662297,Type 1,25224,Product AE,Brand 141
653539,Type 1,5887,Product AE,Brand 142
672175,Type 1,1418,Product AE,Brand 75
653576,Type 1,9560,Product AE,Brand 75
672501,Type 1,2067,Product AE,Brand 141
653875,Type 1,2546,Product AE,Brand 75
662986,Type 1,4905,Product AE,Brand 141
673368,Type 1,52618,Product AE,Brand 141
663173,Type 1,165182,Product AE,Brand 75
654228,Type 1,2510,Product AE,Brand 141
673837,Type 1,24086,Product AE,Brand 75
663575,Type 1,4925,Product AE,Brand 142
674777,Type 1,11855,Product AE,Brand 142
655767,Type 1,5011,Product AE,Brand 142
663584,Type 1,646,Product AE,Brand 75
674970,Type 1,911,Product AE,Brand 142
655960,Type 1,2002,Product AE,Brand 75
663762,Type 1,38754,Product AE,Brand 141
675007,Type 1,1751,Product AE,Brand 141
686937,Type 1,57969,Product AE,Brand 141
664134,Type 1,34260,Product AE,Brand 75
664684,Type 1,226893,Product AE,Brand 141
675260,Type 1,2097205,Product AE,Brand 75
687879,Type 1,11126,Product AE,Brand 141
677104,Type 1,49593,Product AE,Brand 75
666482,Type 1,5265,Product AE,Brand 141
677572,Type 1,10631,Product AE,Brand 141
689687,Type 1,1505,Product AE,Brand 75
677980,Type 1,394,Product AE,Brand 142
666957,Type 1,2575,Product AE,Brand 142
692874,Type 1,3044,Product AE,Brand 141
693152,Type 1,137320,Product AE,Brand 75
678382,Type 1,1665,Product AE,Brand 142
693273,Type 1,29238,Product AE,Brand 141
667685,Type 1,47903,Product AE,Brand 141
679983,Type 1,3866,Product AE,Brand 142
694832,Type 1,518746,Product AE,Brand 141
680058,Type 1,4101,Product AE,Brand 141
668075,Type 1,1647,Product AE,Brand 75
