cus_id,cus_type,cus_point,product,brand
366501,Type 2,76501,Product A,Brand 8
394513,Type 2,264,Product A,Brand 27
379024,Type 2,136,Product A,Brand 3
366725,Type 2,230,Product A,Brand 3
395426,Type 2,64,Product A,Brand 3
379305,Type 2,94,Product A,Brand 30
366903,Type 2,128,Product A,Brand 37
395501,Type 2,489,Product A,Brand 27
379314,Type 2,1971,Product A,Brand 41
367003,Type 2,1018,Product A,Brand 41
395519,Type 2,351,Product A,Brand 37
379417,Type 2,287,Product A,Brand 33
367227,Type 2,280,Product A,Brand 3
396115,Type 2,3921,Product A,Brand 3
379818,Type 2,856,Product A,Brand 3
396526,Type 2,67,Product A,Brand 3
396124,Type 2,73,Product A,Brand 3
380114,Type 2,700,Product A,Brand 21
380217,Type 2,1814,Product A,Brand 41
396610,Type 2,59,Product A,Brand 4
410712,Type 2,25098,Product A,Brand 8
396816,Type 2,593,Product A,Brand 3
380301,Type 2,2619,Product A,Brand 8
397112,Type 2,28,Product A,Brand 3
411008,Type 2,30,Product A,Brand 39
425426,Type 2,3643,Product A,Brand 3
397224,Type 2,140,Product A,Brand 27
411214,Type 2,750,Product A,Brand 21
397327,Type 2,71,Product A,Brand 15
412202,Type 2,934,Product A,Brand 3
425716,Type 2,241,Product A,Brand 4
397523,Type 2,1437,Product A,Brand 32
425725,Type 2,1278,Product A,Brand 52
412604,Type 2,757,Product A,Brand 27
397626,Type 2,4180,Product A,Brand 3
425912,Type 2,399,Product A,Brand 21
413423,Type 2,71,Product A,Brand 26
397710,Type 2,1600,Product A,Brand 8
425921,Type 2,7040,Product A,Brand 8
413619,Type 2,862,Product A,Brand 27
397813,Type 2,68,Product A,Brand 42
426021,Type 2,542,Product A,Brand 3
413807,Type 2,630,Product A,Brand 32
397925,Type 2,216,Product A,Brand 3
426302,Type 2,14458,Product A,Brand 3
413816,Type 2,43,Product A,Brand 4
398016,Type 2,1315,Product A,Brand 15
414009,Type 2,1466,Product A,Brand 37
398221,Type 2,14,Product A,Brand 4
426320,Type 2,906,Product A,Brand 3
414215,Type 2,1288,Product A,Brand 3
426601,Type 2,580,Product A,Brand 26
398315,Type 2,12201,Product A,Brand 8
414299,Type 2,23200,Product A,Brand 3
426619,Type 2,891,Product A,Brand 21
398502,Type 2,6,Product A,Brand 33
414327,Type 2,15,Product A,Brand 22
427018,Type 2,0,Product A,Brand 22
398511,Type 2,31615,Product A,Brand 8
427121,Type 2,4776,Product A,Brand 9
414523,Type 2,5,Product A,Brand 22
398614,Type 2,1346,Product A,Brand 3
414701,Type 2,1462,Product A,Brand 39
427327,Type 2,13897,Product A,Brand 8
398623,Type 2,1560,Product A,Brand 3
427719,Type 2,4548,Product A,Brand 37
414822,Type 2,33355,Product A,Brand 8
399004,Type 2,409,Product A,Brand 27
414916,Type 2,536,Product A,Brand 41
427813,Type 2,145,Product A,Brand 3
399013,Type 2,57,Product A,Brand 22
415016,Type 2,171,Product A,Brand 32
428007,Type 2,16450,Product A,Brand 3
399527,Type 2,705,Product A,Brand 8
415203,Type 2,40,Product A,Brand 38
415614,Type 2,55,Product A,Brand 3
399611,Type 2,117,Product A,Brand 33
428614,Type 2,5893,Product A,Brand 35
415717,Type 2,925,Product A,Brand 27
399705,Type 2,5057,Product A,Brand 8
415810,Type 2,130,Product A,Brand 3
428717,Type 2,15,Product A,Brand 22
399826,Type 2,296,Product A,Brand 15
416125,Type 2,41454,Product A,Brand 3
428726,Type 2,955,Product A,Brand 3
400012,Type 2,847,Product A,Brand 32
416321,Type 2,16,Product A,Brand 22
429013,Type 2,20,Product A,Brand 43
416527,Type 2,142,Product A,Brand 27
400208,Type 2,196,Product A,Brand 49
417010,Type 2,2112,Product A,Brand 8
429508,Type 2,507,Product A,Brand 37
400227,Type 2,570,Product A,Brand 3
429714,Type 2,668,Product A,Brand 3
417019,Type 2,8,Product A,Brand 22
400311,Type 2,246,Product A,Brand 27
429817,Type 2,1820,Product A,Brand 3
417300,Type 2,1316,Product A,Brand 8
400414,Type 2,163,Product A,Brand 49
430411,Type 2,10600,Product A,Brand 39
417515,Type 2,13,Product A,Brand 22
400825,Type 2,385,Product A,Brand 3
417702,Type 2,19000,Product A,Brand 3
430505,Type 2,1442,Product A,Brand 15
401505,Type 2,1182,Product A,Brand 32
417711,Type 2,69,Product A,Brand 4
430523,Type 2,7065,Product A,Brand 3
417814,Type 2,219,Product A,Brand 4
401617,Type 2,238,Product A,Brand 3
417823,Type 2,211,Product A,Brand 3
430719,Type 2,8453,Product A,Brand 3
401710,Type 2,213,Product A,Brand 3
431520,Type 2,2860,Product A,Brand 44
418316,Type 2,10,Product A,Brand 22
401813,Type 2,123,Product A,Brand 27
431922,Type 2,11,Product A,Brand 43
418512,Type 2,32,Product A,Brand 13
402315,Type 2,87,Product A,Brand 4
402324,Type 2,21,Product A,Brand 22
418708,Type 2,10523,Product A,Brand 15
432022,Type 2,544,Product A,Brand 37
419014,Type 2,36,Product A,Brand 3
433104,Type 2,58,Product A,Brand 22
402399,Type 2,90,Product A,Brand 26
419117,Type 2,43,Product A,Brand 33
433122,Type 2,397,Product A,Brand 3
402511,Type 2,5645,Product A,Brand 3
419210,Type 2,2119,Product A,Brand 3
433318,Type 2,92,Product A,Brand 3
402520,Type 2,181,Product A,Brand 27
403013,Type 2,61,Product A,Brand 25
433506,Type 2,76,Product A,Brand 30
419219,Type 2,275,Product A,Brand 8
433608,Type 2,335,Product A,Brand 3
419407,Type 2,700,Product A,Brand 27
403424,Type 2,9304,Product A,Brand 8
433711,Type 2,584,Product A,Brand 41
419416,Type 2,34,Product A,Brand 3
419425,Type 2,4,Product A,Brand 30
403508,Type 2,552,Product A,Brand 49
434017,Type 2,1,Product A,Brand 22
419518,Type 2,7529,Product A,Brand 8
404506,Type 2,591,Product A,Brand 37
434521,Type 2,32700,Product A,Brand 3
419612,Type 2,221,Product A,Brand 32
404608,Type 2,580,Product A,Brand 3
419911,Type 2,82,Product A,Brand 22
435126,Type 2,1576,Product A,Brand 37
404926,Type 2,153,Product A,Brand 15
419920,Type 2,3461,Product A,Brand 8
435322,Type 2,1418,Product A,Brand 41
404998,Type 2,581,Product A,Brand 3
420412,Type 2,211,Product A,Brand 3
435603,Type 2,2136,Product A,Brand 3
405017,Type 2,89,Product A,Brand 22
420814,Type 2,308,Product A,Brand 47
435827,Type 2,10378,Product A,Brand 8
405316,Type 2,19562,Product A,Brand 8
420917,Type 2,5368,Product A,Brand 41
436011,Type 2,128,Product A,Brand 22
405325,Type 2,453,Product A,Brand 3
421017,Type 2,613,Product A,Brand 47
436217,Type 2,71,Product A,Brand 22
405615,Type 2,65,Product A,Brand 3
421213,Type 2,1687,Product A,Brand 8
405820,Type 2,172,Product A,Brand 22
436226,Type 2,7782,Product A,Brand 3
421708,Type 2,276,Product A,Brand 4
436618,Type 2,2933,Product A,Brand 8
406014,Type 2,777,Product A,Brand 3
421811,Type 2,39,Product A,Brand 8
436806,Type 2,1084,Product A,Brand 8
406201,Type 2,1421,Product A,Brand 15
422210,Type 2,1078,Product A,Brand 32
437008,Type 2,760,Product A,Brand 3
422416,Type 2,610,Product A,Brand 3
406313,Type 2,7687,Product A,Brand 3
437120,Type 2,9279,Product A,Brand 8
422621,Type 2,588,Product A,Brand 3
406518,Type 2,810,Product A,Brand 8
437326,Type 2,5716,Product A,Brand 3
422799,Type 2,135,Product A,Brand 3
406603,Type 2,378,Product A,Brand 49
437419,Type 2,429,Product A,Brand 32
422808,Type 2,64,Product A,Brand 22
406621,Type 2,1144,Product A,Brand 3
406827,Type 2,47,Product A,Brand 4
423020,Type 2,16153,Product A,Brand 8
437616,Type 2,642,Product A,Brand 3
437700,Type 2,1900,Product A,Brand 8
423217,Type 2,2422,Product A,Brand 3
407422,Type 2,131,Product A,Brand 3
407618,Type 2,33,Product A,Brand 30
437821,Type 2,275,Product A,Brand 37
437915,Type 2,349,Product A,Brand 52
423413,Type 2,110,Product A,Brand 27
423422,Type 2,286,Product A,Brand 3
438202,Type 2,37,Product A,Brand 37
423721,Type 2,1865,Product A,Brand 3
407806,Type 2,232,Product A,Brand 49
438725,Type 2,7379,Product A,Brand 3
424317,Type 2,6,Product A,Brand 22
408214,Type 2,7676,Product A,Brand 8
424410,Type 2,237,Product A,Brand 33
438809,Type 2,319,Product A,Brand 37
408298,Type 2,209,Product A,Brand 3
438818,Type 2,177,Product A,Brand 3
424504,Type 2,938,Product A,Brand 36
408821,Type 2,654,Product A,Brand 41
424522,Type 2,1643,Product A,Brand 9
439227,Type 2,5119,Product A,Brand 39
408915,Type 2,352,Product A,Brand 3
424718,Type 2,338,Product A,Brand 15
439405,Type 2,2191,Product A,Brand 8
409323,Type 2,99,Product A,Brand 13
425006,Type 2,40,Product A,Brand 3
439825,Type 2,17,Product A,Brand 43
409417,Type 2,730,Product A,Brand 3
425024,Type 2,29,Product A,Brand 33
409725,Type 2,51,Product A,Brand 25
439918,Type 2,50,Product A,Brand 33
425108,Type 2,60,Product A,Brand 3
440111,Type 2,1783,Product A,Brand 8
410226,Type 2,2349,Product A,Brand 3
425220,Type 2,4509,Product A,Brand 3
440513,Type 2,550,Product A,Brand 50
410319,Type 2,12,Product A,Brand 22
425417,Type 2,15259,Product A,Brand 8
440522,Type 2,34,Product A,Brand 22
410422,Type 2,207,Product A,Brand 49
440616,Type 2,7142,Product A,Brand 8
441202,Type 2,3669,Product A,Brand 3
454519,Type 2,247,Product A,Brand 3
440924,Type 2,346,Product A,Brand 27
441220,Type 2,19,Product A,Brand 3
441024,Type 2,54,Product A,Brand 22
454725,Type 2,50,Product A,Brand 3
441912,Type 2,6219,Product A,Brand 3
441108,Type 2,2004,Product A,Brand 15
455021,Type 2,15762,Product A,Brand 3
441921,Type 2,165,Product A,Brand 3
467108,Type 2,6,Product A,Brand 22
442414,Type 2,49,Product A,Brand 22
455115,Type 2,651,Product A,Brand 32
442423,Type 2,2254,Product A,Brand 8
467818,Type 2,6945,Product A,Brand 3
455124,Type 2,201,Product A,Brand 37
442517,Type 2,692,Product A,Brand 3
468311,Type 2,105,Product A,Brand 3
455208,Type 2,17,Product A,Brand 22
442619,Type 2,8491,Product A,Brand 8
468807,Type 2,16,Product A,Brand 33
455227,Type 2,3760,Product A,Brand 8
468918,Type 2,1377,Product A,Brand 3
442722,Type 2,83,Product A,Brand 3
455311,Type 2,353,Product A,Brand 22
443121,Type 2,11908,Product A,Brand 3
469009,Type 2,2099,Product A,Brand 21
455423,Type 2,386,Product A,Brand 37
469112,Type 2,501,Product A,Brand 21
443308,Type 2,204,Product A,Brand 32
455517,Type 2,1797,Product A,Brand 8
443411,Type 2,52,Product A,Brand 4
469420,Type 2,574,Product A,Brand 3
443523,Type 2,126,Product A,Brand 3
470716,Type 2,165,Product A,Brand 3
455601,Type 2,306,Product A,Brand 45
443701,Type 2,549,Product A,Brand 27
470809,Type 2,451,Product A,Brand 3
456009,Type 2,67,Product A,Brand 22
444025,Type 2,1906,Product A,Brand 49
456103,Type 2,105,Product A,Brand 8
470921,Type 2,93,Product A,Brand 22
444118,Type 2,669,Product A,Brand 44
456308,Type 2,99,Product A,Brand 3
456327,Type 2,13,Product A,Brand 22
471124,Type 2,25057,Product A,Brand 8
444221,Type 2,220,Product A,Brand 3
456411,Type 2,50,Product A,Brand 4
444324,Type 2,735,Product A,Brand 15
471311,Type 2,384,Product A,Brand 32
456420,Type 2,21261,Product A,Brand 3
444520,Type 2,651,Product A,Brand 3
471517,Type 2,18,Product A,Brand 22
471526,Type 2,557,Product A,Brand 3
444913,Type 2,8906,Product A,Brand 3
456617,Type 2,486,Product A,Brand 38
445611,Type 2,132,Product A,Brand 4
471918,Type 2,196,Product A,Brand 27
456710,Type 2,36,Product A,Brand 22
445714,Type 2,30,Product A,Brand 8
472215,Type 2,888,Product A,Brand 3
456822,Type 2,3684,Product A,Brand 3
445919,Type 2,1099,Product A,Brand 3
472327,Type 2,1306,Product A,Brand 8
457427,Type 2,535,Product A,Brand 32
446010,Type 2,5,Product A,Brand 43
472411,Type 2,694,Product A,Brand 37
446019,Type 2,890,Product A,Brand 42
457726,Type 2,9604,Product A,Brand 3
472626,Type 2,12237,Product A,Brand 3
446113,Type 2,24702,Product A,Brand 3
457810,Type 2,1039,Product A,Brand 37
472710,Type 2,4854,Product A,Brand 3
446318,Type 2,24,Product A,Brand 22
458013,Type 2,31,Product A,Brand 22
446421,Type 2,187,Product A,Brand 22
472916,Type 2,85682,Product A,Brand 3
458200,Type 2,284,Product A,Brand 3
446515,Type 2,266,Product A,Brand 37
473203,Type 2,4897,Product A,Brand 3
458415,Type 2,130,Product A,Brand 15
446627,Type 2,3152,Product A,Brand 3
473212,Type 2,181,Product A,Brand 3
458602,Type 2,55,Product A,Brand 3
473726,Type 2,2994,Product A,Brand 15
446814,Type 2,143,Product A,Brand 3
458723,Type 2,69,Product A,Brand 27
446917,Type 2,135,Product A,Brand 15
459019,Type 2,97,Product A,Brand 8
447222,Type 2,2459,Product A,Brand 8
474620,Type 2,264,Product A,Brand 3
459225,Type 2,82,Product A,Brand 3
475019,Type 2,788,Product A,Brand 41
447325,Type 2,596,Product A,Brand 32
459309,Type 2,120,Product A,Brand 3
475216,Type 2,254,Product A,Brand 3
447811,Type 2,9,Product A,Brand 22
460025,Type 2,158,Product A,Brand 27
475421,Type 2,3267,Product A,Brand 41
448005,Type 2,1628,Product A,Brand 41
460221,Type 2,99,Product A,Brand 33
460399,Type 2,8,Product A,Brand 22
475720,Type 2,777,Product A,Brand 47
448210,Type 2,4,Product A,Brand 22
448313,Type 2,32,Product A,Brand 49
460520,Type 2,30524,Product A,Brand 8
475823,Type 2,13805,Product A,Brand 3
448407,Type 2,78,Product A,Brand 3
460810,Type 2,11,Product A,Brand 3
476213,Type 2,4129,Product A,Brand 3
448518,Type 2,759,Product A,Brand 36
460913,Type 2,14,Product A,Brand 22
476727,Type 2,403,Product A,Brand 3
448612,Type 2,2,Product A,Brand 22
461116,Type 2,589,Product A,Brand 3
448621,Type 2,1235,Product A,Brand 37
477219,Type 2,47,Product A,Brand 27
448827,Type 2,67,Product A,Brand 4
461415,Type 2,130,Product A,Brand 22
477416,Type 2,138,Product A,Brand 3
449020,Type 2,1053,Product A,Brand 3
477509,Type 2,19,Product A,Brand 22
461424,Type 2,65929,Product A,Brand 3
477827,Type 2,386,Product A,Brand 3
449712,Type 2,77,Product A,Brand 22
461508,Type 2,3520,Product A,Brand 41
461527,Type 2,35,Product A,Brand 4
449927,Type 2,107,Product A,Brand 22
478319,Type 2,193,Product A,Brand 3
450026,Type 2,407,Product A,Brand 3
478422,Type 2,8119,Product A,Brand 3
461602,Type 2,14687,Product A,Brand 3
450119,Type 2,21,Product A,Brand 8
450204,Type 2,267,Product A,Brand 3
478516,Type 2,1421,Product A,Brand 8
461910,Type 2,383,Product A,Brand 3
478525,Type 2,0,Product A,Brand 22
450316,Type 2,482,Product A,Brand 3
461919,Type 2,836,Product A,Brand 8
478600,Type 2,633,Product A,Brand 3
450905,Type 2,23,Product A,Brand 30
462524,Type 2,141,Product A,Brand 37
450914,Type 2,45,Product A,Brand 3
478815,Type 2,3515,Product A,Brand 8
462627,Type 2,6546,Product A,Brand 8
451117,Type 2,17013,Product A,Brand 3
479223,Type 2,398,Product A,Brand 27
463017,Type 2,415,Product A,Brand 3
479504,Type 2,1067,Product A,Brand 3
451407,Type 2,10119,Product A,Brand 8
463110,Type 2,52,Product A,Brand 3
479513,Type 2,1745,Product A,Brand 8
451425,Type 2,8754,Product A,Brand 3
463213,Type 2,4231,Product A,Brand 8
451509,Type 2,491,Product A,Brand 3
479616,Type 2,1139,Product A,Brand 3
463409,Type 2,18,Product A,Brand 22
479625,Type 2,2313,Product A,Brand 41
451808,Type 2,153,Product A,Brand 22
463521,Type 2,267,Product A,Brand 37
479906,Type 2,102,Product A,Brand 33
452114,Type 2,7830,Product A,Brand 3
463811,Type 2,46,Product A,Brand 29
480098,Type 2,2076,Product A,Brand 41
464117,Type 2,1118,Product A,Brand 37
452123,Type 2,90,Product A,Brand 30
480126,Type 2,260,Product A,Brand 15
464201,Type 2,99,Product A,Brand 22
452516,Type 2,15129,Product A,Brand 3
480210,Type 2,182,Product A,Brand 4
464210,Type 2,380,Product A,Brand 26
452721,Type 2,32,Product A,Brand 22
464322,Type 2,89,Product A,Brand 4
480416,Type 2,259,Product A,Brand 33
452824,Type 2,1142,Product A,Brand 3
464509,Type 2,8175,Product A,Brand 8
480425,Type 2,24,Product A,Brand 4
453214,Type 2,8313,Product A,Brand 8
464715,Type 2,2,Product A,Brand 22
480509,Type 2,10366,Product A,Brand 3
453223,Type 2,104,Product A,Brand 15
464724,Type 2,591,Product A,Brand 21
480920,Type 2,748,Product A,Brand 3
453616,Type 2,622,Product A,Brand 36
465020,Type 2,406,Product A,Brand 3
481301,Type 2,253,Product A,Brand 49
453625,Type 2,240,Product A,Brand 3
481908,Type 2,2,Product A,Brand 22
465105,Type 2,207,Product A,Brand 3
465114,Type 2,120,Product A,Brand 3
482027,Type 2,690,Product A,Brand 36
453709,Type 2,3079,Product A,Brand 3
465413,Type 2,10,Product A,Brand 22
453718,Type 2,0,Product A,Brand 22
465806,Type 2,8,Product A,Brand 22
482205,Type 2,12409,Product A,Brand 8
453906,Type 2,194,Product A,Brand 8
454024,Type 2,5236,Product A,Brand 3
465927,Type 2,4639,Product A,Brand 15
482906,Type 2,14089,Product A,Brand 8
466027,Type 2,7972,Product A,Brand 3
454108,Type 2,138,Product A,Brand 3
483108,Type 2,49357,Product A,Brand 8
466522,Type 2,31,Product A,Brand 29
454211,Type 2,661,Product A,Brand 34
483314,Type 2,85303,Product A,Brand 3
466915,Type 2,454,Product A,Brand 41
485121,Type 2,6029,Product A,Brand 9
467024,Type 2,1,Product A,Brand 22
483510,Type 2,582,Product A,Brand 3
483519,Type 2,1423,Product A,Brand 44
485327,Type 2,12,Product A,Brand 4
485411,Type 2,15,Product A,Brand 22
485112,Type 2,943,Product A,Brand 38
484021,Type 2,30,Product A,Brand 3
485626,Type 2,52,Product A,Brand 32
484302,Type 2,150,Product A,Brand 15
485907,Type 2,301,Product A,Brand 3
500501,Type 2,3980,Product A,Brand 8
484414,Type 2,57,Product A,Brand 3
486007,Type 2,58,Product A,Brand 27
484601,Type 2,1486,Product A,Brand 8
500622,Type 2,1559,Product A,Brand 3
486399,Type 2,311,Product A,Brand 22
484610,Type 2,12,Product A,Brand 8
500725,Type 2,29,Product A,Brand 22
486520,Type 2,956,Product A,Brand 44
484825,Type 2,2040,Product A,Brand 3
486698,Type 2,280,Product A,Brand 22
500800,Type 2,35,Product A,Brand 3
515822,Type 2,90,Product A,Brand 26
486913,Type 2,505,Product A,Brand 37
501003,Type 2,491,Product A,Brand 27
501208,Type 2,96,Product A,Brand 30
487602,Type 2,73,Product A,Brand 29
488104,Type 2,5,Product A,Brand 22
516221,Type 2,1060,Product A,Brand 3
501227,Type 2,284,Product A,Brand 3
488412,Type 2,723,Product A,Brand 3
516520,Type 2,214,Product A,Brand 8
501311,Type 2,187,Product A,Brand 36
516605,Type 2,78,Product A,Brand 33
488627,Type 2,998,Product A,Brand 3
501517,Type 2,176,Product A,Brand 3
501610,Type 2,15,Product A,Brand 36
489026,Type 2,836,Product A,Brand 15
516810,Type 2,173,Product A,Brand 34
517218,Type 2,139,Product A,Brand 34
501722,Type 2,3954,Product A,Brand 32
489119,Type 2,436,Product A,Brand 27
517312,Type 2,808,Product A,Brand 41
490209,Type 2,494,Product A,Brand 3
501909,Type 2,565,Product A,Brand 32
517508,Type 2,28,Product A,Brand 8
502206,Type 2,18,Product A,Brand 22
490817,Type 2,203,Product A,Brand 32
517714,Type 2,184,Product A,Brand 4
502327,Type 2,428,Product A,Brand 3
491225,Type 2,600,Product A,Brand 3
517910,Type 2,2,Product A,Brand 22
503100,Type 2,6530,Product A,Brand 15
518515,Type 2,440,Product A,Brand 27
491309,Type 2,92759,Product A,Brand 3
503118,Type 2,739,Product A,Brand 15
491506,Type 2,769,Product A,Brand 15
518702,Type 2,8050,Product A,Brand 8
503212,Type 2,15,Product A,Brand 49
503810,Type 2,5,Product A,Brand 22
491711,Type 2,72475,Product A,Brand 3
519316,Type 2,2,Product A,Brand 22
519325,Type 2,819,Product A,Brand 3
491898,Type 2,1312,Product A,Brand 3
503913,Type 2,508,Product A,Brand 3
519409,Type 2,20,Product A,Brand 4
491926,Type 2,184,Product A,Brand 3
503922,Type 2,265,Product A,Brand 32
519418,Type 2,456,Product A,Brand 3
492110,Type 2,937,Product A,Brand 37
519615,Type 2,55,Product A,Brand 22
504415,Type 2,396,Product A,Brand 27
492213,Type 2,118,Product A,Brand 22
519708,Type 2,148,Product A,Brand 8
492624,Type 2,296,Product A,Brand 27
504508,Type 2,1423,Product A,Brand 8
519727,Type 2,559,Product A,Brand 3
492708,Type 2,180,Product A,Brand 3
519905,Type 2,4027,Product A,Brand 8
504705,Type 2,2249,Product A,Brand 3
492811,Type 2,43,Product A,Brand 44
504723,Type 2,742,Product A,Brand 3
519914,Type 2,1776,Product A,Brand 8
492820,Type 2,2448,Product A,Brand 8
520107,Type 2,2521,Product A,Brand 37
492923,Type 2,573,Product A,Brand 3
504826,Type 2,30246,Product A,Brand 3
520116,Type 2,1158,Product A,Brand 33
493023,Type 2,40,Product A,Brand 3
505010,Type 2,250,Product A,Brand 3
493117,Type 2,2293,Product A,Brand 8
520218,Type 2,235,Product A,Brand 3
505309,Type 2,93,Product A,Brand 4
520415,Type 2,59,Product A,Brand 22
505421,Type 2,5204,Product A,Brand 8
493210,Type 2,451,Product A,Brand 3
520620,Type 2,81,Product A,Brand 8
493313,Type 2,231,Product A,Brand 28
520817,Type 2,338,Product A,Brand 37
505720,Type 2,7384,Product A,Brand 3
493425,Type 2,8077,Product A,Brand 39
520826,Type 2,1630,Product A,Brand 3
505917,Type 2,1225,Product A,Brand 36
521113,Type 2,345,Product A,Brand 3
505998,Type 2,39,Product A,Brand 33
494114,Type 2,703,Product A,Brand 37
521122,Type 2,4094,Product A,Brand 3
506017,Type 2,81,Product A,Brand 4
494217,Type 2,794,Product A,Brand 28
506026,Type 2,5840,Product A,Brand 8
521318,Type 2,100,Product A,Brand 8
494516,Type 2,85,Product A,Brand 3
494618,Type 2,18,Product A,Brand 22
506119,Type 2,553,Product A,Brand 37
521608,Type 2,788,Product A,Brand 51
506222,Type 2,11,Product A,Brand 22
494721,Type 2,22,Product A,Brand 46
495223,Type 2,106,Product A,Brand 13
521627,Type 2,2959,Product A,Brand 8
506512,Type 2,1466,Product A,Brand 15
495700,Type 2,10,Product A,Brand 22
521720,Type 2,28,Product A,Brand 4
506811,Type 2,2524,Product A,Brand 3
495709,Type 2,2,Product A,Brand 33
521814,Type 2,50,Product A,Brand 27
495915,Type 2,252,Product A,Brand 36
507219,Type 2,261,Product A,Brand 3
521917,Type 2,323,Product A,Brand 35
496015,Type 2,20890,Product A,Brand 8
521926,Type 2,13,Product A,Brand 33
507322,Type 2,97,Product A,Brand 3
522017,Type 2,153,Product A,Brand 35
507518,Type 2,65,Product A,Brand 46
522026,Type 2,9,Product A,Brand 22
496024,Type 2,16284,Product A,Brand 8
508105,Type 2,5005,Product A,Brand 39
522204,Type 2,6063,Product A,Brand 8
496613,Type 2,6,Product A,Brand 22
508618,Type 2,18848,Product A,Brand 15
522213,Type 2,2,Product A,Brand 22
496903,Type 2,52,Product A,Brand 4
497106,Type 2,242,Product A,Brand 34
522521,Type 2,1156,Product A,Brand 3
497115,Type 2,141,Product A,Brand 33
508815,Type 2,1190,Product A,Brand 3
522624,Type 2,2829,Product A,Brand 21
497208,Type 2,1320,Product A,Brand 45
508908,Type 2,109,Product A,Brand 3
522811,Type 2,176,Product A,Brand 27
497227,Type 2,825,Product A,Brand 3
508927,Type 2,309,Product A,Brand 32
523210,Type 2,3,Product A,Brand 4
497311,Type 2,6910,Product A,Brand 3
523219,Type 2,183,Product A,Brand 15
508999,Type 2,323,Product A,Brand 3
523313,Type 2,1439,Product A,Brand 15
497320,Type 2,7156,Product A,Brand 3
509214,Type 2,689,Product A,Brand 3
523322,Type 2,3,Product A,Brand 22
497405,Type 2,1529,Product A,Brand 8
509700,Type 2,387,Product A,Brand 3
523724,Type 2,9,Product A,Brand 22
497517,Type 2,1171,Product A,Brand 37
523799,Type 2,6322,Product A,Brand 3
509821,Type 2,501,Product A,Brand 3
497619,Type 2,1912,Product A,Brand 41
523827,Type 2,59,Product A,Brand 3
509924,Type 2,436,Product A,Brand 32
510304,Type 2,20,Product A,Brand 53
524114,Type 2,312,Product A,Brand 27
497807,Type 2,282,Product A,Brand 33
524123,Type 2,379,Product A,Brand 3
497909,Type 2,60,Product A,Brand 47
510509,Type 2,1510,Product A,Brand 8
524301,Type 2,468,Product A,Brand 3
497918,Type 2,1619,Product A,Brand 3
510621,Type 2,2025,Product A,Brand 3
524422,Type 2,26866,Product A,Brand 3
498514,Type 2,30419,Product A,Brand 3
510706,Type 2,8496,Product A,Brand 15
524703,Type 2,2404,Product A,Brand 8
498822,Type 2,13226,Product A,Brand 8
511319,Type 2,1319,Product A,Brand 3
524815,Type 2,251,Product A,Brand 50
498925,Type 2,187,Product A,Brand 37
524824,Type 2,13,Product A,Brand 49
511413,Type 2,602,Product A,Brand 37
499203,Type 2,1471,Product A,Brand 8
524927,Type 2,343,Product A,Brand 37
511507,Type 2,15474,Product A,Brand 3
499408,Type 2,1060,Product A,Brand 32
525008,Type 2,845,Product A,Brand 3
511899,Type 2,11,Product A,Brand 33
499726,Type 2,249,Product A,Brand 3
525317,Type 2,210,Product A,Brand 3
511927,Type 2,782,Product A,Brand 27
499810,Type 2,3075,Product A,Brand 47
525513,Type 2,26,Product A,Brand 8
512027,Type 2,372,Product A,Brand 3
499922,Type 2,1034,Product A,Brand 44
525718,Type 2,494,Product A,Brand 3
512111,Type 2,140,Product A,Brand 15
500099,Type 2,239,Product A,Brand 37
525821,Type 2,285,Product A,Brand 35
512803,Type 2,6502,Product A,Brand 8
500211,Type 2,519,Product A,Brand 39
525924,Type 2,2953,Product A,Brand 8
526127,Type 2,78,Product A,Brand 3
513015,Type 2,128,Product A,Brand 3
527610,Type 2,1386,Product A,Brand 15
513108,Type 2,118,Product A,Brand 22
526220,Type 2,161,Product A,Brand 26
526398,Type 2,68,Product A,Brand 33
513127,Type 2,6750,Product A,Brand 37
527722,Type 2,83,Product A,Brand 27
526921,Type 2,389,Product A,Brand 44
513305,Type 2,2313,Product A,Brand 15
527909,Type 2,114,Product A,Brand 3
527124,Type 2,1123,Product A,Brand 3
528018,Type 2,27,Product A,Brand 4
513426,Type 2,1137,Product A,Brand 41
528420,Type 2,39,Product A,Brand 35
513622,Type 2,74,Product A,Brand 3
527423,Type 2,53,Product A,Brand 26
529007,Type 2,409,Product A,Brand 3
527517,Type 2,956,Product A,Brand 41
514423,Type 2,1191,Product A,Brand 8
529109,Type 2,115,Product A,Brand 33
529221,Type 2,33,Product A,Brand 30
527526,Type 2,152,Product A,Brand 27
514517,Type 2,221,Product A,Brand 3
529399,Type 2,110,Product A,Brand 37
544121,Type 2,4966,Product A,Brand 3
514713,Type 2,8188,Product A,Brand 39
529913,Type 2,619,Product A,Brand 41
544402,Type 2,793,Product A,Brand 8
514825,Type 2,109,Product A,Brand 3
529922,Type 2,9632,Product A,Brand 8
544701,Type 2,382,Product A,Brand 36
515215,Type 2,2352,Product A,Brand 47
530012,Type 2,151,Product A,Brand 34
545212,Type 2,672,Product A,Brand 3
515710,Type 2,298,Product A,Brand 4
530124,Type 2,1319,Product A,Brand 3
546116,Type 2,1253,Product A,Brand 39
530227,Type 2,4057,Product A,Brand 8
557523,Type 2,8762,Product A,Brand 3
546415,Type 2,1,Product A,Brand 22
